Title,Image,Address,Area,_2shyij,dist_to_airpt,score,rating,add_info1,add_info2,add_info3,add_info4,Price,link,Room,Description,rev_score
Mylo Hotel,https://exp.cdn-hotels.com/hotels/8000000/8000000/7995400/7995349/4357d302_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,3211 Geneva Avenue Daly City 94014 CA,Daly City,5.7 miles to city center,6.3 miles to San Francisco International Airport (SFO),,Good,Parking available,Bathtub,Internet access,,$137 ,https://www.hotels.com/ho454770/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Standard Room 2 Double Beds,No-frills motel in Daly City,
Howard Johnson by Wyndham San Francisco Marina District,https://exp.cdn-hotels.com/hotels/1000000/20000/19100/19035/8560b427_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,1940 Lombard St San Francisco 94123 CA,Cow Hollow,1.6 miles to city center,13 miles to San Francisco International Airport (SFO),,Good,Free parking,Free breakfast,Bathtub,,$135 ,https://www.hotels.com/ho115183/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Room 2 Double Beds Non Smoking,City-center hotel within easy reach of Fort Mason,
The Pickwick Hotel,https://exp.cdn-hotels.com/hotels/1000000/20000/11800/11793/7a515df6_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,85 5th St San Francisco 94103 CA,Downtown San Francisco,0.3 miles to city center,12 miles to San Francisco International Airport (SFO),,Good,Parking available,Gym,Restaurant,Bar,$149 ,https://www.hotels.com/ho123893/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Superior Double/Double,3.5-star hotel with restaurant near Westfield San Francisco Centre ,
Orchard Garden Hotel,https://exp.cdn-hotels.com/hotels/2000000/1520000/1516000/1515923/72e31d9d_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,466 Bush St San Francisco 94108 CA,Chinatown,0.3 miles to city center,12 miles to San Francisco International Airport (SFO),9.4,Exceptional,Parking available,Gym,Restaurant,Bar,$215 ,https://www.hotels.com/ho248276/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&q-room-0-adults-alter=2&q-room-1-adults-alter=2&WOD=1&WOE=2&JHR=3&FPQ=4&MGT=1&ZSX=0&SYE=3&YGF=0,Standard Room 1 King Bed,4-star hotel with restaurant near 555 California Street ,
Columbus Motor Inn,https://exp.cdn-hotels.com/hotels/14000000/13140000/13137100/13137012/f6e7acd7_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,1075 Columbus Ave San Francisco 94123 CA,Russian Hill,1.2 miles to city center,13 miles to San Francisco International Airport (SFO),9.2,Superb,Free parking,Bathtub,Internet access,Connecting rooms available,$198 ,https://www.hotels.com/ho564457/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Standard Room 2 Double Beds,City-center hotel within walking distance of Lombard Street,
Grand Hyatt San Francisco Union Square,https://exp.cdn-hotels.com/hotels/1000000/10000/5900/5883/1a73ffca_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,345 Stockton St San Francisco 94108 CA,Union Square,0.1 miles to city center,12 miles to San Francisco International Airport (SFO),8.6,Fabulous,Parking available,Pet-friendly,Gym,Bar,$321 ,https://www.hotels.com/ho106066/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=4&FPQ=5&MGT=1&ZSX=0&SYE=3&YGF=0,Standard Room 2 Double Beds,4-star hotel with bar/lounge near Moscone Convention Center ,
Inn on Folsom,https://exp.cdn-hotels.com/hotels/8000000/7460000/7451800/7451708/2e2eeeaa_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,1188 Folsom St. San Francisco 94103 CA,South of Market,0.8 miles to city center,11 miles to San Francisco International Airport (SFO),,Good,Airport transfer,,,,$99 ,https://www.hotels.com/ho449217/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&q-room-0-adults-alter=2&q-room-1-adults-alter=2&WOD=1&WOE=2&JHR=1&FPQ=2&MGT=1&ZSX=0&SYE=3&YGF=0,Standard Room 1 Queen Bed Shared Bathroom,Convenient to Orpheum Theater,
Beresford Arms Hotel,https://exp.cdn-hotels.com/hotels/1000000/10000/2000/1925/b7d5c519_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,701 Post Street San Francisco 94109 CA,Theater District,0.3 miles to city center,12 miles to San Francisco International Airport (SFO),8.8,Fabulous,Parking available,Bathtub,Connecting rooms available,,$139 ,https://www.hotels.com/ho118176/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Junior Studio Suite,Victorian hotel within easy reach of Golden Gate Theatre,
Townhouse Motel,https://exp.cdn-hotels.com/hotels/23000000/22700000/22692200/22692131/6d30e584_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,1650 Lombard St San Francisco 94123 CA,Marina District,1.5 miles to city center,13 miles to San Francisco International Airport (SFO),,Good,Free parking,,,,$99 ,https://www.hotels.com/ho727148192/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=1&FPQ=2&MGT=1&ZSX=0&SYE=3&YGF=0,Standard Double Room 2 Double Beds,Convenient to Lombard Street,
SOMA Park Inn – Civic Center,https://exp.cdn-hotels.com/hotels/1000000/50000/41900/41832/30fc0f9b_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,101 9th St San Francisco 94103 CA,South of Market,0.8 miles to city center,11 miles to San Francisco International Airport (SFO),,Good,Parking available,,,,$153 ,https://www.hotels.com/ho127347/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Standard Room 2 Queen Beds Non Smoking,Walking distance from Orpheum Theater,
Warwick San Francisco,https://exp.cdn-hotels.com/hotels/1000000/10000/900/876/1fcaaf3e_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,490 Geary St San Francisco 94102 CA,Union Square,0.2 miles to city center,12 miles to San Francisco International Airport (SFO),8.2,Very Good,Parking available,Restaurant,Bar,Bathtub,$125 ,https://www.hotels.com/ho122491/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&q-room-0-adults-alter=2&q-room-1-adults-alter=2&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Superior Room 1 Queen Bed,4-star hotel with restaurant near SHN Curran Theatre ,
Hotel Zelos San Francisco a Viceroy Urban Retreat,https://exp.cdn-hotels.com/hotels/1000000/230000/225900/225819/db2a67e6_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,12 4th St. San Francisco 94103 CA,Downtown San Francisco,0.2 miles to city center,12 miles to San Francisco International Airport (SFO),8.6,Fabulous,Parking available,Pet-friendly,Gym,Restaurant,$325 ,https://www.hotels.com/ho164149/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=4&FPQ=5&MGT=1&ZSX=0&SYE=3&YGF=0,Deluxe Double Room,4-star hotel with restaurant near Westfield San Francisco Centre ,
Gateway Inn & Suites San Francisco (SFO) Airport,https://exp.cdn-hotels.com/hotels/2000000/1180000/1171100/1171078/acbf3bbd_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,516 El Camino Real San Bruno 94066 CA,San Bruno,11 miles to city center,1.5 miles to San Francisco International Airport (SFO),8,Very Good,Free parking,Internet access,Connecting rooms available,,$111 ,https://www.hotels.com/ho227140/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Deluxe Room 2 Double Beds,San Bruno hotel in city center,
Days Inn by Wyndham San Francisco - Lombard,https://exp.cdn-hotels.com/hotels/1000000/10000/7800/7713/57aa9303_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,2358 Lombard St San Francisco 94123 CA,Cow Hollow,1.9 miles to city center,13 miles to San Francisco International Airport (SFO),,Good,Free parking,Airport transfer,Free breakfast,Bathtub,$129 ,https://www.hotels.com/ho129533/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Standard Room 2 Queen Beds,Convenient to Presidio of San Francisco,
Union Square Plaza Hotel,https://exp.cdn-hotels.com/hotels/1000000/90000/84600/84522/35d2e7fb_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,432 Geary St San Francisco 94102 CA,Union Square,0.1 miles to city center,12 miles to San Francisco International Airport (SFO),,Good,Airport transfer,Bathtub,,,$134 ,https://www.hotels.com/ho129783/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Room Two Double Beds,City-center hotel within easy reach of SHN Curran Theatre,
Touchstone Hotel - City Center,https://exp.cdn-hotels.com/hotels/58000000/57100000/57097500/57097424/e38817fa_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,480 Geary St San Francisco 94102 CA,Union Square,0.2 miles to city center,12 miles to San Francisco International Airport (SFO),8.2,Very Good,Parking available,Connecting rooms available,,,$85 ,https://www.hotels.com/ho1828117568/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&q-room-0-adults-alter=2&q-room-1-adults-alter=2&WOD=1&WOE=2&JHR=1&FPQ=2&MGT=1&ZSX=0&SYE=3&YGF=0,Economy Room (Petite Double room),City-center hotel within walking distance of Union Square,
Hotel Griffon,https://exp.cdn-hotels.com/hotels/1000000/30000/23700/23634/aaed4375_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,155 Steuart St San Francisco 94105 CA,South Beach,0.9 miles to city center,12 miles to San Francisco International Airport (SFO),8.4,Very Good,Gym,Restaurant,Bathtub,,$207 ,https://www.hotels.com/ho1756288/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&q-room-0-adults-alter=2&q-room-1-adults-alter=2&WOD=1&WOE=2&JHR=3&FPQ=4&MGT=1&ZSX=0&SYE=3&YGF=0,Deluxe Room 1 King Bed,Bayfront hotel with restaurant near Ferry Building Marketplace ,
The Urban,https://exp.cdn-hotels.com/hotels/16000000/15750000/15740600/15740559/b34aeee5_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,507 Bush Street San Francisco 94108 CA,Union Square,0.2 miles to city center,12 miles to San Francisco International Airport (SFO),,Good,Bathtub,,,,$84 ,https://www.hotels.com/ho622041/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&q-room-0-adults-alter=2&q-room-1-adults-alter=2&WOD=1&WOE=2&JHR=1&FPQ=2&MGT=1&ZSX=0&SYE=3&YGF=0,,City-center hotel within easy reach of 555 California Street,
Hotel Majestic,https://exp.cdn-hotels.com/hotels/1000000/20000/16000/15933/7b762024_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,1500 Sutter St San Francisco 94109 CA,Lower Pacific Heights,0.9 miles to city center,12 miles to San Francisco International Airport (SFO),8.6,Fabulous,Bathtub,Internet access,,,$139 ,https://www.hotels.com/ho121924/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&q-room-0-adults-alter=2&q-room-1-adults-alter=2&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Junior Suite 1 Queen Bed,Edwardian hotel within walking distance of The Regency Ballroom,
DoubleTree by Hilton San Francisco South Airport Blvd,https://exp.cdn-hotels.com/hotels/1000000/10000/500/487/1b8460cb_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,275 S Airport Blvd South San Francisco 94080 CA,South San Francisco,9.7 miles to city center,2.3 miles to San Francisco International Airport (SFO),8.4,Very Good,Parking available,Pet-friendly,Gym,Bar,$174 ,https://www.hotels.com/ho133855/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Room 2 Queen Beds,4-star hotel in South San Francisco with bar/lounge and conference center,
Staypineapple An Elegant Hotel Union Square,https://exp.cdn-hotels.com/hotels/1000000/20000/10300/10266/ab1920bc_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,580 Geary St San Francisco 94102 CA,Theater District,0.3 miles to city center,12 miles to San Francisco International Airport (SFO),8.6,Fabulous,Pet-friendly,,,,$186 ,https://www.hotels.com/ho115993/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&q-room-0-adults-alter=2&q-room-1-adults-alter=2&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,,Upscale hotel within easy reach of Grace Cathedral,
Bayhill Inn,https://exp.cdn-hotels.com/hotels/4000000/3490000/3489500/3489493/1047dce2_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,950 El Camino Real San Bruno 94066 CA,San Bruno,11 miles to city center,2.0 miles to San Francisco International Airport (SFO),8.2,Very Good,Free parking,Bathtub,,,$99 ,https://www.hotels.com/ho343329/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&q-room-0-adults-alter=2&q-room-1-adults-alter=2&WOD=1&WOE=2&JHR=1&FPQ=2&MGT=1&ZSX=0&SYE=3&YGF=0,Room 1 King Bed Non Smoking,No-frills hotel in San Bruno,
Coventry Motor Inn,https://exp.cdn-hotels.com/hotels/2000000/1240000/1236300/1236249/fc322f8c_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,1901 Lombard Street San Francisco 94123 CA,Cow Hollow,1.6 miles to city center,13 miles to San Francisco International Airport (SFO),8.4,Very Good,Free parking,Bathtub,Internet access,Connecting rooms available,$123 ,https://www.hotels.com/ho230701/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Standard Double Room,Within easy reach of Union Street,
Alpine Inn And Suites,https://exp.cdn-hotels.com/hotels/2000000/1130000/1124400/1124308/9b0b03cb_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,560 Carter St Daly City 94014 CA,Bayshore Heights,5.5 miles to city center,6.7 miles to San Francisco International Airport (SFO),,Good,Free parking,,,,$121 ,https://www.hotels.com/ho224083/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Standard Room 2 Queen Beds,No-frills hotel in Daly City,
The Phoenix Hotel,https://exp.cdn-hotels.com/hotels/1000000/20000/14500/14420/378b3ccf_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,601 Eddy St San Francisco 94109 CA,Little Saigon,0.6 miles to city center,12 miles to San Francisco International Airport (SFO),8.6,Fabulous,Pool,Parking available,Pet-friendly,Restaurant,$179 ,https://www.hotels.com/ho140760/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Standard Double Room,3-star hotel with outdoor pool near Van Ness Avenue ,
Alpha Inn & Suites,https://exp.cdn-hotels.com/hotels/1000000/20000/14700/14669/39790438_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,2505 Lombard Steet San Francisco 94123 CA,Cow Hollow,2.1 miles to city center,13 miles to San Francisco International Airport (SFO),,Good,Free parking,Bathtub,Internet access,,$83 ,https://www.hotels.com/ho223962/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=1&FPQ=2&MGT=1&ZSX=0&SYE=3&YGF=0,Standard Room 2 Queen Beds,Within easy reach of Presidio of San Francisco,
Travelodge by Wyndham San Francisco Airport North,https://exp.cdn-hotels.com/hotels/1000000/20000/17000/16955/01b9a6be_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,326 S Airport Blvd South San Francisco 94080 CA,South San Francisco,9.8 miles to city center,2.2 miles to San Francisco International Airport (SFO),,Good,Pool,Parking available,Airport transfer,Restaurant,$59 ,https://www.hotels.com/ho109688/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=1&FPQ=2&MGT=1&ZSX=0&SYE=3&YGF=0,Superior Room 2 Queen Beds,South San Francisco motel with outdoor pool and restaurant,
Fairmont San Francisco,https://exp.cdn-hotels.com/hotels/1000000/20000/18200/18200/022f68c7_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,950 Mason Street Atop Nob Hill San Francisco 94108 CA,Nob Hill,0.4 miles to city center,12 miles to San Francisco International Airport (SFO),8.8,Fabulous,Parking available,Pet-friendly,Spa,Gym,$489 ,https://www.hotels.com/ho115783/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=5&FPQ=6&MGT=1&ZSX=0&SYE=3&YGF=0,Signature Room 2 Queen Beds View Tower,Luxury hotel with 2 restaurants near Lombard Street ,
The Millwood - A Boutique Hotel,https://exp.cdn-hotels.com/hotels/1000000/190000/181200/181120/141c3733_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,1375 El Camino Real Millbrae 94030 CA,Millbrae,12 miles to city center,0.8 miles to San Francisco International Airport (SFO),8.6,Fabulous,Free parking,Gym,Free breakfast,Bathtub,$149 ,https://www.hotels.com/ho153452/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Deluxe Double Room 2 Double Beds,3-star hotel in Millbrae,
The Bartlett Hotel and Guesthouse,https://exp.cdn-hotels.com/hotels/2000000/1220000/1217300/1217270/dda75638_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,240 O'Farrell St San Francisco 94102 CA,Union Square,0.1 miles to city center,12 miles to San Francisco International Airport (SFO),,Good,Restaurant,Bar,Bathtub,,$89 ,https://www.hotels.com/ho229915/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&q-room-0-adults-alter=2&q-room-1-adults-alter=2&WOD=1&WOE=2&JHR=1&FPQ=2&MGT=1&ZSX=0&SYE=3&YGF=0,Bartlett Economy Queen Hall Bath,Hotel with restaurant near SHN Curran Theatre ,
Mission Inn,https://exp.cdn-hotels.com/hotels/1000000/10000/7500/7474/45561978_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,5630 Mission St San Francisco 94112 CA,Crocker-Amazon,5.7 miles to city center,7.3 miles to San Francisco International Airport (SFO),,Good,Free parking,Free breakfast,Bathtub,Connecting rooms available,$109 ,https://www.hotels.com/ho134529/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Standard Room 2 Queen Beds,No-frills hotel in Outer Mission,
Hotel Boheme,https://exp.cdn-hotels.com/hotels/1000000/10000/6500/6455/4d001cdf_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,444 Columbus Ave San Francisco 94133 CA,Telegraph Hill,0.8 miles to city center,13 miles to San Francisco International Airport (SFO),9,Superb,,,,,$195 ,https://www.hotels.com/ho120016/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&q-room-0-adults-alter=2&q-room-1-adults-alter=2&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Standard Room 1 Queen Bed,3-star hotel within walking distance of Coit Tower,
Travelers Inn,https://exp.cdn-hotels.com/hotels/2000000/1400000/1393200/1393191/41a6f9dc_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,100 Hickey Boulevard South San Francisco 94080 CA,South San Francisco,8.7 miles to city center,4.9 miles to San Francisco International Airport (SFO),,Good,Free parking,Internet access,,,$108 ,https://www.hotels.com/ho528550/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,,No-frills motel in South San Francisco,
Hotel Nova SFO by FairBridge,https://exp.cdn-hotels.com/hotels/1000000/440000/438800/438727/7b1bdb8a_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,410 S Airport Blvd South San Francisco 94080 CA,South San Francisco,10 miles to city center,2.0 miles to San Francisco International Airport (SFO),8.4,Very Good,Parking available,Gym,Free breakfast,Bathtub,$148 ,https://www.hotels.com/ho141713/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Standard Double Room 2 Queen Beds Non Smoking,No-frills hotel in South San Francisco,
SF Plaza Hotel,https://exp.cdn-hotels.com/hotels/1000000/10000/4200/4105/970227f7_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,510 Bush Street San Francisco 94108 CA,Chinatown,0.3 miles to city center,12 miles to San Francisco International Airport (SFO),,Good,Airport transfer,Bathtub,,,$145 ,https://www.hotels.com/ho293731/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Premium Double Room 2 Double Beds,Within easy reach of 555 California Street,
BridgePoint Inn Daly City,https://exp.cdn-hotels.com/hotels/1000000/30000/26800/26747/01adb455_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,3255 Geneva Ave Daly City 94014 CA,Daly City,5.7 miles to city center,6.2 miles to San Francisco International Airport (SFO),,Good,Free parking,Bathtub,,,$120 ,https://www.hotels.com/ho106349/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Room 2 Queen Beds Non Smoking,Within easy reach of Cow Palace,
Axiom Hotel San Francisco,https://exp.cdn-hotels.com/hotels/1000000/30000/23600/23581/123af559_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,28 Cyril Magnin Street San Francisco 94102 CA,Downtown San Francisco,0.2 miles to city center,12 miles to San Francisco International Airport (SFO),8.4,Very Good,Parking available,Pet-friendly,Gym,Restaurant,$324 ,https://www.hotels.com/ho111932/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=4&FPQ=5&MGT=1&ZSX=0&SYE=3&YGF=0,Executive Room Multiple Beds (ADA),4-star hotel with restaurant near Westfield San Francisco Centre ,
Regency Inn SFO Airport,https://exp.cdn-hotels.com/hotels/1000000/190000/187300/187217/7803c710_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,411 San Bruno Ave. East San Bruno 94066 CA,San Bruno,11 miles to city center,1.6 miles to San Francisco International Airport (SFO),8,Very Good,Free parking,Pet-friendly,Bathtub,,$115 ,https://www.hotels.com/ho207586/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,,Within easy reach of The Shops at Tanforan,
Grand Hyatt at SFO,https://exp.cdn-hotels.com/hotels/34000000/33470000/33462100/33462010/0c78b581_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,55 S McDonnell Rd San Francisco 94128 CA,San Francisco,12 miles to city center,0.3 miles to San Francisco International Airport (SFO),9.6,Exceptional,Parking available,Pet-friendly,Gym,Restaurant,$395 ,https://www.hotels.com/ho1071784320/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=4&FPQ=5&MGT=1&ZSX=0&SYE=3&YGF=0,Room 2 Double Beds,4-star San Francisco hotel with 1 restaurants connected to the airport,
Hotel Adagio Autograph Collection,https://exp.cdn-hotels.com/hotels/1000000/10000/2500/2406/629077ea_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,550 Geary St San Francisco 94102 CA,Theater District,0.2 miles to city center,12 miles to San Francisco International Airport (SFO),8.6,Fabulous,Parking available,Gym,Restaurant,Bar,$224 ,https://www.hotels.com/ho124092/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=3&FPQ=4&MGT=1&ZSX=0&SYE=3&YGF=0,Room 1 King Bed Non Smoking,4-star hotel with restaurant near SHN Curran Theatre ,
